10185,4.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,3.0,6.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,3.0,3.0,3.0,5.0,4.0,6.0,4.0,6.0,3.0,5.0,3.0,6.0,6.0,4.0,3.0,5.0
10186,7.0,7.0,1.0,4.0,5.0,1.0,1.0,5.0,3.0,4.0,5.0,6.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,6.0,4.0,2.0,6.0,1.0,2.0,4.0,7.0,7.0,5.0,5.0,3.0,4.0,1.0,1.0,3.0,7.0,1.0,3.0,6.0,7.0,4.0,6.0,4.0,1.0,5.0,5.0,5.0,1.0
10188,3.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,7.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,1.0,3.0,1.0,7.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0
10189,3.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,5.0,4.0,3.0,1.0,1.0,5.0,1.0,5.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,6.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0
10190,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,7.0,7.0,7.0,6.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,3.0,5.0
10191,4.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0,6.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,7.0,2.0,4.0,4.0,2.0,4.0,2.0,6.0,2.0,3.0,3.0,4.0
10192,7.0,6.0,5.0,5.0,7.0,2.0,7.0,7.0,1.0,7.0,4.0,5.0,6.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,6.0,3.0,7.0,6.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
10193,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
10196,4.0,4.0,7.0,4.0,4.0,1.0,6.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
10197,4.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,7.0,5.0,7.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0
10198,7.0,7.0,4.0,7.0,6.0,1.0,7.0,7.0,2.0,2.0,3.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,3.0,6.0,3.0,6.0,3.0,2.0,4.0,5.0,5.0,6.0,6.0,2.0,4.0,3.0,5.0,5.0
10199,6.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,6.0,4.0,3.0,6.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0
10200,5.0,6.0,3.0,5.0,7.0,1.0,6.0,5.0,3.0,6.0,2.0,6.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,2.0,2.0,2.0,1.0,2.0,5.0,6.0,3.0,5.0,5.0,7.0,4.0,5.0,4.0,2.0,4.0,3.0,6.0,5.0
10201,6.0,5.0,6.0,4.0,6.0,2.0,6.0,5.0,4.0,6.0,2.0,6.0,6.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,3.0,5.0,6.0,7.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,5.0,3.0,3.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,5.0
10202,5.0,5.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,6.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0
10203,5.0,7.0,5.0,4.0,7.0,6.0,6.0,4.0,4.0,2.0,1.0,4.0,5.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,6.0,4.0,5.0,5.0,1.0,7.0,7.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,6.0,3.0,4.0,4.0,7.0,4.0,7.0,7.0,3.0,6.0,4.0,4.0,5.0
10204,2.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,4.0,4.0,1.0,4.0,7.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,1.0
10206,5.0,5.0,4.0,5.0,6.0,2.0,4.0,4.0,3.0,4.0,3.0,6.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,3.0,5.0,6.0
10208,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,6.0,3.0,2.0
10209,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,7.0,1.0,7.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,7.0,3.0,3.0,1.0,1.0,6.0,7.0,3.0,7.0,2.0,2.0,7.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,6.0,4.0,2.0
10210,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,1.0,4.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,4.0,1.0,1.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0
10211,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
10213,7.0,4.0,1.0,7.0,7.0,1.0,7.0,2.0,2.0,5.0,5.0,4.0,4.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,7.0,1.0,7.0,4.0,7.0,4.0,4.0,5.0,7.0,5.0,7.0,7.0,1.0,3.0,1.0,4.0,7.0
10214,3.0,4.0,6.0,4.0,4.0,2.0,1.0,2.0,5.0,1.0,6.0,2.0,2.0,1.0,5.0,6.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,4.0,2.0,1.0,6.0,7.0,1.0,6.0,1.0,7.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0
10215,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,4.0,6.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0
10216,5.0,5.0,3.0,4.0,6.0,1.0,2.0,4.0,2.0,3.0,3.0,7.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,3.0,7.0,6.0,2.0,4.0,6.0,7.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,7.0,5.0,3.0,5.0,4.0,6.0,5.0,2.0,4.0,1.0,6.0,6.0
10217,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,6.0,6.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,5.0,3.0,3.0,4.0,6.0,4.0,3.0,6.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,7.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0
10218,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
10219,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,5.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,7.0,4.0,7.0,7.0,1.0,2.0,7.0,2.0,1.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,1.0,2.0
10220,7.0,4.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,7.0,4.0,7.0,4.0,4.0,1.0,1.0,4.0,7.0,7.0,4.0,4.0,7.0,1.0,7.0,1.0,1.0,4.0,1.0,4.0,1.0
10221,4.0,3.0,6.0,4.0,5.0,3.0,3.0,2.0,6.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,6.0,5.0,3.0,4.0,2.0,6.0,5.0,3.0,6.0,3.0,5.0,6.0,3.0,2.0,2.0,4.0,3.0,3.0,7.0,3.0,4.0,4.0,2.0
10223,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,6.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
10224,5.0,4.0,4.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0
10226,3.0,2.0,2.0,6.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,4.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,4.0,2.0
10227,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,2.0,5.0,5.0
10228,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,7.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
10230,4.0,6.0,3.0,6.0,2.0,4.0,6.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,6.0,4.0,7.0,4.0
10231,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,6.0,7.0,2.0,1.0,6.0,7.0,7.0,4.0,2.0,4.0,2.0,4.0,1.0,7.0,5.0,4.0,4.0,4.0,7.0,4.0,2.0,1.0,4.0,7.0,4.0
10232,6.0,5.0,4.0,6.0,6.0,1.0,5.0,4.0,2.0,7.0,2.0,7.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,4.0,5.0,4.0,6.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,1.0,4.0,4.0,6.0,3.0,5.0,4.0,6.0,4.0,5.0,4.0,1.0,4.0,2.0,6.0,6.0
10234,1.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,4.0,1.0,6.0,4.0,2.0,6.0,4.0,6.0,2.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,5.0,7.0,1.0,5.0,1.0,3.0,5.0,6.0,6.0,6.0,2.0,4.0,7.0,2.0,6.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0
10237,3.0,4.0,4.0,3.0,6.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,6.0,6.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,6.0,3.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0
10238,3.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,5.0,3.0,6.0,5.0,1.0,5.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0
10240,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
